year,state,state_po,state_fips,state_cen,state_ic,candidate,party_detailed,writein,candidatevotes,totalvotes,party_simplified
2008,WYOMING,WY,56,83,68,"MCCAIN, JOHN",REPUBLICAN,FALSE,164958,254904,REPUBLICAN
2012,ALASKA,AK,2,94,81,"ROMNEY, MITT",REPUBLICAN,FALSE,164676,300495,REPUBLICAN
2008,NEW YORK,NY,36,21,13,"MCCAIN, JOHN",INDEPENDENCE,FALSE,163973,7722019,OTHER
1988,NEW HAMPSHIRE,NH,33,12,4,"DUKAKIS, MICHAEL",DEMOCRAT,FALSE,163696,450525,DEMOCRAT
2016,MINNESOTA,MN,27,41,33,"MCMULLIN, EVAN",INDEPENDENCE,FALSE,53075,2944782,OTHER
2016,MINNESOTA,MN,27,41,33,"STEIN, JILL",GREEN,FALSE,36986,2944782,OTHER
1980,WISCONSIN,WI,55,35,25,"ANDERSON, JOHN B.",INDEPENDENT,FALSE,160657,2273221,OTHER
1996,VIRGINIA,VA,51,54,40,"PEROT, ROSS",REFORM PARTY,FALSE,159861,2416642,OTHER
2008,NEW YORK,NY,36,21,13,"OBAMA, BARACK H.",WORKING FAMILIES,FALSE,159613,7722019,OTHER
1988,DISTRICT OF COLUMBIA,DC,11,53,55,"DUKAKIS, MICHAEL",DEMOCRAT,FALSE,159407,192877,DEMOCRAT
1988,HAWAII,HI,15,95,82,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,158625,354461,REPUBLICAN
1996,DISTRICT OF COLUMBIA,DC,11,53,55,"CLINTON, BILL",DEMOCRAT,FALSE,158220,185726,DEMOCRAT
2012,RHODE ISLAND,RI,44,15,5,"ROMNEY, MITT",REPUBLICAN,FALSE,157204,446049,REPUBLICAN
2004,NEW YORK,NY,36,21,13,"BUSH, GEORGE W.",CONSERVATIVE,FALSE,155574,7448266,OTHER
1984,UTAH,UT,49,87,67,"MONDALE, WALTER",DEMOCRAT,FALSE,155369,629656,DEMOCRAT
1980,NEVADA,NV,32,88,65,"REAGAN, RONALD",REPUBLICAN,FALSE,155017,243692,REPUBLICAN
1980,RHODE ISLAND,RI,44,15,5,"REAGAN, RONALD",REPUBLICAN,FALSE,154793,415967,REPUBLICAN
1992,MONTANA,MT,30,81,64,"CLINTON, BILL",DEMOCRAT,FALSE,154507,410583,DEMOCRAT
2020,ALASKA,AK,2,94,81,"BIDEN, JOSEPH R. JR",DEMOCRAT,FALSE,153778,359530,DEMOCRAT
1976,NORTH DAKOTA,ND,38,44,36,"FORD, GERALD",REPUBLICAN,FALSE,153684,297308,REPUBLICAN
1992,NEW YORK,NY,36,21,13,BLANK VOTE/SCATTERING,,FALSE,152951,7079432,OTHER
2008,DELAWARE,DE,10,51,11,"MCCAIN, JOHN",REPUBLICAN,FALSE,152374,412412,REPUBLICAN
1984,DELAWARE,DE,10,51,11,"REAGAN, RONALD",REPUBLICAN,FALSE,152190,254572,REPUBLICAN
1976,SOUTH DAKOTA,SD,46,45,37,"FORD, GERALD",REPUBLICAN,FALSE,151505,300678,REPUBLICAN
1996,SOUTH DAKOTA,SD,46,45,37,"DOLE, ROBERT",REPUBLICAN,FALSE,150543,323826,REPUBLICAN
2020,SOUTH DAKOTA,SD,46,45,37,"BIDEN, JOSEPH R. JR",DEMOCRAT,FALSE,150471,422609,DEMOCRAT
1976,MONTANA,MT,30,81,64,"CARTER, JIMMY",DEMOCRAT,FALSE,149259,328734,DEMOCRAT
2004,SOUTH DAKOTA,SD,46,45,37,"KERRY, JOHN",DEMOCRAT,FALSE,149244,388215,DEMOCRAT
2000,VERMONT,VT,50,13,6,"GORE, AL",DEMOCRAT,FALSE,149022,294308,DEMOCRAT
1980,CALIFORNIA,CA,6,93,71,"CLARK, EDWARD """"ED""""",LIBERTARIAN,FALSE,148390,8582938,LIBERTARIAN
2000,OHIO,OH,39,31,24,NOT DESIGNATED,,FALSE,148353,4701998,OTHER
2000,WYOMING,WY,56,83,68,"BUSH, GEORGE W.",REPUBLICAN,FALSE,147947,213726,REPUBLICAN
1976,NEW HAMPSHIRE,NH,33,12,4,"CARTER, JIMMY",DEMOCRAT,FALSE,147645,339627,DEMOCRAT
2012,NEW YORK,NY,36,21,13,"OBAMA, BARACK H.",WORKING FAMILIES,FALSE,147643,7116784,OTHER
1976,HAWAII,HI,15,95,82,"CARTER, JIMMY",DEMOCRAT,FALSE,147375,291301,DEMOCRAT
1988,IDAHO,ID,16,82,63,"DUKAKIS, MICHAEL",DEMOCRAT,FALSE,147272,408968,DEMOCRAT
1984,HAWAII,HI,15,95,82,"MONDALE, WALTER",DEMOCRAT,FALSE,147154,335846,DEMOCRAT
1976,SOUTH DAKOTA,SD,46,45,37,"CARTER, JIMMY",DEMOCRAT,FALSE,147068,300678,DEMOCRAT
1984,MONTANA,MT,30,81,64,"MONDALE, WALTER",DEMOCRAT,FALSE,146742,384377,DEMOCRAT
2016,MINNESOTA,MN,27,41,33,,,TRUE,27247,2944782,OTHER
1996,GEORGIA,GA,13,58,44,"PEROT, ROSS",REFORM PARTY,FALSE,146337,2298899,OTHER
1988,SOUTH DAKOTA,SD,46,45,37,"DUKAKIS, MICHAEL",DEMOCRAT,FALSE,145560,312991,DEMOCRAT
1976,NEW YORK,NY,36,21,13,"CARTER, JIMMY",LIBERAL PARTY,FALSE,145393,6668262,OTHER
2012,SOUTH DAKOTA,SD,46,45,37,"OBAMA, BARACK H.",DEMOCRAT,FALSE,145039,363815,DEMOCRAT
2000,NEW YORK,NY,36,21,13,"BUSH, GEORGE W.",CONSERVATIVE,FALSE,144797,6960215,OTHER
1992,MONTANA,MT,30,81,64,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,144207,410583,REPUBLICAN
2016,MINNESOTA,MN,27,41,33,"VACEK, DAN",LEGAL MARIJUANA NOW,FALSE,11291,2944782,OTHER
2012,CALIFORNIA,CA,6,93,71,"JOHNSON, GARY",LIBERTARIAN,FALSE,143221,13038547,LIBERTARIAN
1976,NEW YORK,NY,36,21,13,OTHER,,FALSE,143037,6668262,OTHER
2008,NORTH DAKOTA,ND,38,44,36,"OBAMA, BARACK H.",DEMOCRAT,FALSE,141278,316621,DEMOCRAT
1996,DELAWARE,DE,10,51,11,"CLINTON, BILL",DEMOCRAT,FALSE,140355,270810,DEMOCRAT
2016,MINNESOTA,MN,27,41,33,"CASTLE, DARRELL L.",CONSTITUTION PARTY,FALSE,9456,2944782,OTHER
1976,HAWAII,HI,15,95,82,"FORD, GERALD",REPUBLICAN,FALSE,140003,291301,REPUBLICAN
1988,DELAWARE,DE,10,51,11,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,139639,249891,REPUBLICAN
1996,CONNECTICUT,CT,9,16,1,"PEROT, ROSS",REFORM PARTY,FALSE,139523,1392614,OTHER
1996,SOUTH DAKOTA,SD,46,45,37,"CLINTON, BILL",DEMOCRAT,FALSE,139333,323826,DEMOCRAT
2000,IDAHO,ID,16,82,63,"GORE, AL",DEMOCRAT,FALSE,138637,501615,DEMOCRAT
1984,ALASKA,AK,2,94,81,"REAGAN, RONALD",REPUBLICAN,FALSE,138377,207605,REPUBLICAN
2000,NEW YORK,NY,36,21,13,BLANK VOTE/SCATTERING,,FALSE,138216,6960215,OTHER
2016,MINNESOTA,MN,27,41,33,"KENNEDY, ALYSON",SOCIALIST WORKERS,FALSE,1671,2944782,OTHER
2000,TEXAS,TX,48,74,49,"NADER, RALPH",GREEN,FALSE,137994,6407637,OTHER
1996,VERMONT,VT,50,13,6,"CLINTON, BILL",DEMOCRAT,FALSE,137894,258449,DEMOCRAT
2000,HAWAII,HI,15,95,82,"BUSH, GEORGE W.",REPUBLICAN,FALSE,137845,367951,REPUBLICAN
1976,DISTRICT OF COLUMBIA,DC,11,53,55,"CARTER, JIMMY",DEMOCRAT,FALSE,137818,168830,DEMOCRAT
2000,DELAWARE,DE,10,51,11,"BUSH, GEORGE W.",REPUBLICAN,FALSE,137288,327529,REPUBLICAN
2000,MONTANA,MT,30,81,64,"GORE, AL",DEMOCRAT,FALSE,137126,410986,DEMOCRAT
1992,IDAHO,ID,16,82,63,"CLINTON, BILL",DEMOCRAT,FALSE,137013,482114,DEMOCRAT
1992,HAWAII,HI,15,95,82,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,136822,372842,REPUBLICAN
1992,SOUTH DAKOTA,SD,46,45,37,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,136718,336254,REPUBLICAN
1992,NORTH DAKOTA,ND,38,44,36,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,136244,308133,REPUBLICAN
1976,NORTH DAKOTA,ND,38,44,36,"CARTER, JIMMY",DEMOCRAT,FALSE,136078,297308,DEMOCRAT
1980,HAWAII,HI,15,95,82,"CARTER, JIMMY",DEMOCRAT,FALSE,135879,303287,DEMOCRAT
1984,VERMONT,VT,50,13,6,"REAGAN, RONALD",REPUBLICAN,FALSE,135865,234561,REPUBLICAN
2016,MINNESOTA,MN,27,41,33,"DE LA FUENTE, ROQUE """"ROCKY""""",AMERICAN DELTA PARTY,FALSE,1430,2944782,OTHER
1992,VERMONT,VT,50,13,6,"CLINTON, BILL",DEMOCRAT,FALSE,133592,289701,DEMOCRAT
2004,NEW YORK,NY,36,21,13,"KERRY, JOHN",WORKING FAMILIES,FALSE,133525,7448266,OTHER
1984,WYOMING,WY,56,83,68,"REAGAN, RONALD",REPUBLICAN,FALSE,133241,188968,REPUBLICAN
1988,NEVADA,NV,32,88,65,"DUKAKIS, MICHAEL",DEMOCRAT,FALSE,132738,343133,DEMOCRAT
1992,NEVADA,NV,32,88,65,"PEROT, ROSS",INDEPENDENT,FALSE,132580,506318,OTHER
1992,RHODE ISLAND,RI,44,15,5,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,131601,453365,REPUBLICAN
1996,OKLAHOMA,OK,40,73,53,"PEROT, ROSS",REFORM PARTY,FALSE,130788,1206713,OTHER
1980,COLORADO,CO,8,84,62,"ANDERSON, JOHN B.",NATIONAL UNITY CAMPAIGN,FALSE,130633,1184450,OTHER
2000,RHODE ISLAND,RI,44,15,5,"BUSH, GEORGE W.",REPUBLICAN,FALSE,130555,409112,REPUBLICAN
1992,IDAHO,ID,16,82,63,"PEROT, ROSS",INDEPENDENT,FALSE,130395,482114,OTHER
1980,DISTRICT OF COLUMBIA,DC,11,53,55,"CARTER, JIMMY",DEMOCRAT,FALSE,130231,173889,DEMOCRAT
2016,MISSOURI,MO,29,43,34,"TRUMP, DONALD J.",REPUBLICAN,FALSE,1594511,2808605,REPUBLICAN
1980,HAWAII,HI,15,95,82,"REAGAN, RONALD",REPUBLICAN,FALSE,130112,303287,REPUBLICAN
2016,MISSOURI,MO,29,43,34,"CLINTON, HILLARY",DEMOCRAT,FALSE,1071068,2808605,DEMOCRAT
1992,NEW YORK,NY,36,21,13,"BUSH, GEORGE H.W.",RIGHT-TO-LIFE,FALSE,127959,7079432,OTHER
1988,NORTH DAKOTA,ND,38,44,36,"DUKAKIS, MICHAEL",DEMOCRAT,FALSE,127739,297261,DEMOCRAT
2000,MINNESOTA,MN,27,41,33,"NADER, RALPH",GREEN,FALSE,126696,2438685,OTHER
1976,IDAHO,ID,16,82,63,"CARTER, JIMMY",DEMOCRAT,FALSE,126549,340932,DEMOCRAT
2020,TEXAS,TX,48,74,49,"JORGENSEN, JO",LIBERTARIAN,FALSE,126243,11315056,LIBERTARIAN
1992,DELAWARE,DE,10,51,11,"CLINTON, BILL",DEMOCRAT,FALSE,126054,289620,DEMOCRAT
2016,MISSOURI,MO,29,43,34,"JOHNSON, GARY",LIBERTARIAN,FALSE,97359,2808605,LIBERTARIAN
1996,NORTH DAKOTA,ND,38,44,36,"DOLE, ROBERT",REPUBLICAN,FALSE,125050,266411,REPUBLICAN
2012,NORTH DAKOTA,ND,38,44,36,"OBAMA, BARACK H.",DEMOCRAT,FALSE,124966,322932,DEMOCRAT
1992,SOUTH DAKOTA,SD,46,45,37,"CLINTON, BILL",DEMOCRAT,FALSE,124888,336254,DEMOCRAT
1988,VERMONT,VT,50,13,6,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,124331,243328,REPUBLICAN
1980,UTAH,UT,49,87,67,"CARTER, JIMMY",DEMOCRAT,FALSE,124266,604152,DEMOCRAT
2008,ALASKA,AK,2,94,81,"OBAMA, BARACK H.",DEMOCRAT,FALSE,123594,326197,DEMOCRAT
1996,LOUISIANA,LA,22,72,45,"PEROT, ROSS",REFORM PARTY,FALSE,123293,1783959,OTHER
1996,NEW YORK,NY,36,21,13,BLANK VOTE/SCATTERING,,FALSE,123000,6439129,OTHER
1996,ALASKA,AK,2,94,81,"DOLE, ROBERT",REPUBLICAN,FALSE,122746,241620,REPUBLICAN
2012,ALASKA,AK,2,94,81,"OBAMA, BARACK H.",DEMOCRAT,FALSE,122640,300495,DEMOCRAT
1976,DELAWARE,DE,10,51,11,"CARTER, JIMMY",DEMOCRAT,FALSE,122461,235642,DEMOCRAT
1992,NEW HAMPSHIRE,NH,33,12,4,"PEROT, ROSS",INDEPENDENT,FALSE,121337,537215,OTHER
1996,TENNESSEE,TN,47,62,54,,INDEPENDENT,FALSE,121239,1894105,OTHER
1996,OREGON,OR,41,92,72,"PEROT, ROSS",REFORM PARTY,FALSE,121221,1377760,OTHER
2004,VERMONT,VT,50,13,6,"BUSH, GEORGE W.",REPUBLICAN,FALSE,121180,312309,REPUBLICAN
2012,HAWAII,HI,15,95,82,"ROMNEY, MITT",REPUBLICAN,FALSE,121015,437159,REPUBLICAN
2016,MISSOURI,MO,29,43,34,"STEIN, JILL",GREEN,FALSE,25419,2808605,OTHER
2008,HAWAII,HI,15,95,82,"MCCAIN, JOHN",REPUBLICAN,FALSE,120566,456064,REPUBLICAN
1996,KENTUCKY,KY,21,61,51,"PEROT, ROSS",REFORM PARTY,FALSE,120396,1388708,OTHER
1984,NEW HAMPSHIRE,NH,33,12,4,"MONDALE, WALTER",DEMOCRAT,FALSE,120347,388904,DEMOCRAT
2000,VERMONT,VT,50,13,6,"BUSH, GEORGE W.",REPUBLICAN,FALSE,119775,294308,REPUBLICAN
1980,MARYLAND,MD,24,52,52,"ANDERSON, JOHN B.",INDEPENDENT,FALSE,119537,1540496,OTHER
1992,SOUTH CAROLINA,SC,45,57,48,"PEROT, ROSS",INDEPENDENT,FALSE,119257,1228912,OTHER
1988,ALASKA,AK,2,94,81,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,119251,200116,REPUBLICAN
2016,MISSOURI,MO,29,43,34,"CASTLE, DARRELL L.",CONSTITUTION PARTY,FALSE,13092,2808605,OTHER
2000,SOUTH DAKOTA,SD,46,45,37,"GORE, AL",DEMOCRAT,FALSE,118804,316269,DEMOCRAT
1984,NEW YORK,NY,36,21,13,"MONDALE, WALTER",LIBERAL PARTY,FALSE,118324,6806810,OTHER
2016,MISSOURI,MO,29,43,34,,,TRUE,7156,2808605,OTHER
1980,MONTANA,MT,30,81,64,"CARTER, JIMMY",DEMOCRAT,FALSE,118032,363952,DEMOCRAT
2016,MARYLAND,MD,24,52,52,"CLINTON, HILLARY",DEMOCRAT,FALSE,1677928,2781446,DEMOCRAT
2016,MARYLAND,MD,24,52,52,"TRUMP, DONALD J.",REPUBLICAN,FALSE,943169,2781446,REPUBLICAN
1984,SOUTH DAKOTA,SD,46,45,37,"MONDALE, WALTER",DEMOCRAT,FALSE,116113,317867,DEMOCRAT
1996,MARYLAND,MD,24,52,52,"PEROT, ROSS",REFORM PARTY,FALSE,115812,1780870,OTHER
1988,VERMONT,VT,50,13,6,"DUKAKIS, MICHAEL",DEMOCRAT,FALSE,115775,243328,DEMOCRAT
1980,IOWA,IA,19,42,31,"ANDERSON, JOHN B.",NOMINATED BY PETITION,FALSE,115633,1317661,OTHER
2020,NORTH DAKOTA,ND,38,44,36,"BIDEN, JOSEPH R. JR",DEMOCRAT,FALSE,114902,361819,DEMOCRAT
2000,NEW JERSEY,NJ,34,22,12,,INDEPENDENT,FALSE,114203,3187226,OTHER
1996,HAWAII,HI,15,95,82,"DOLE, ROBERT",REPUBLICAN,FALSE,113943,360120,REPUBLICAN
2016,MARYLAND,MD,24,52,52,"JOHNSON, GARY",LIBERTARIAN,FALSE,79605,2781446,LIBERTARIAN
2020,VERMONT,VT,50,13,6,"TRUMP, DONALD J.",REPUBLICAN,FALSE,112704,370968,REPUBLICAN
1980,OREGON,OR,41,92,72,"ANDERSON, JOHN B.",INDEPENDENT,FALSE,112389,1181516,OTHER
1996,ARIZONA,AZ,4,86,61,"PEROT, ROSS",REFORM PARTY,FALSE,112072,1404405,OTHER
1980,INDIANA,IN,18,32,22,"ANDERSON, JOHN B.",INDEPENDENT,FALSE,111639,2242033,OTHER
1980,TEXAS,TX,48,74,49,"ANDERSON, JOHN B.",INDEPENDENT,FALSE,111613,4541636,OTHER
1980,DELAWARE,DE,10,51,11,"REAGAN, RONALD",REPUBLICAN,FALSE,111252,235668,REPUBLICAN
2004,NORTH DAKOTA,ND,38,44,36,"KERRY, JOHN",DEMOCRAT,FALSE,111052,312833,DEMOCRAT
2004,ALASKA,AK,2,94,81,"KERRY, JOHN",DEMOCRAT,FALSE,111025,312598,DEMOCRAT
1980,WYOMING,WY,56,83,68,"REAGAN, RONALD",REPUBLICAN,FALSE,110700,176713,REPUBLICAN
1980,IDAHO,ID,16,82,63,"CARTER, JIMMY",DEMOCRAT,FALSE,110192,437431,DEMOCRAT
1976,DELAWARE,DE,10,51,11,"FORD, GERALD",REPUBLICAN,FALSE,109780,235642,REPUBLICAN
1980,NEW HAMPSHIRE,NH,33,12,4,"CARTER, JIMMY",DEMOCRAT,FALSE,108864,383990,DEMOCRAT
1992,WEST VIRGINIA,WV,54,55,56,"PEROT, ROSS",INDEPENDENT,FALSE,108829,683677,OTHER
1988,DELAWARE,DE,10,51,11,"DUKAKIS, MICHAEL",DEMOCRAT,FALSE,108647,249891,DEMOCRAT
1984,IDAHO,ID,16,82,63,"MONDALE, WALTER",DEMOCRAT,FALSE,108510,411144,DEMOCRAT
2008,CALIFORNIA,CA,6,93,71,"NADER, RALPH",PEACE & FREEDOM,FALSE,108381,13561900,OTHER
2016,MARYLAND,MD,24,52,52,"STEIN, JILL",GREEN,FALSE,35945,2781446,OTHER
2016,MARYLAND,MD,24,52,52,,,TRUE,33263,2781446,OTHER
1992,MONTANA,MT,30,81,64,"PEROT, ROSS",INDEPENDENT,FALSE,107225,410583,OTHER
1996,NORTH DAKOTA,ND,38,44,36,"CLINTON, BILL",DEMOCRAT,FALSE,106905,266411,DEMOCRAT
1988,WYOMING,WY,56,83,68,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,106867,176551,REPUBLICAN
2016,MARYLAND,MD,24,52,52,OTHER,,TRUE,10921,2781446,OTHER
1996,NEW YORK,NY,36,21,13,"CLINTON, BILL",LIBERAL PARTY,FALSE,106547,6439129,OTHER
2016,MARYLAND,MD,24,52,52,,NO PARTY AFFILIATION,TRUE,278,2781446,OTHER
1980,DELAWARE,DE,10,51,11,"CARTER, JIMMY",DEMOCRAT,FALSE,105754,235668,DEMOCRAT
1996,WYOMING,WY,56,83,68,"DOLE, ROBERT",REPUBLICAN,FALSE,105388,211571,REPUBLICAN
1996,IOWA,IA,19,42,31,"PEROT, ROSS",REFORM PARTY,FALSE,105159,1234075,OTHER
1992,RHODE ISLAND,RI,44,15,5,"PEROT, ROSS",INDEPENDENT,FALSE,105045,453365,OTHER
1996,RHODE ISLAND,RI,44,15,5,"DOLE, ROBERT",REPUBLICAN,FALSE,104683,390247,REPUBLICAN
1984,NORTH DAKOTA,ND,38,44,36,"MONDALE, WALTER",DEMOCRAT,FALSE,104429,308971,DEMOCRAT
1980,SOUTH DAKOTA,SD,46,45,37,"CARTER, JIMMY",DEMOCRAT,FALSE,103855,327703,DEMOCRAT
2000,ILLINOIS,IL,17,33,21,"NADER, RALPH",GREEN,FALSE,103759,4742108,OTHER
2000,PENNSYLVANIA,PA,42,23,14,"NADER, RALPH",GREEN,FALSE,103392,4912185,OTHER
2000,WASHINGTON,WA,53,91,73,"NADER, RALPH",GREEN,FALSE,103002,2487433,OTHER
1992,DELAWARE,DE,10,51,11,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,102313,289620,REPUBLICAN
1992,ALASKA,AK,2,94,81,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,102000,258506,REPUBLICAN
1984,DELAWARE,DE,10,51,11,"MONDALE, WALTER",DEMOCRAT,FALSE,101656,254572,DEMOCRAT
1976,NEVADA,NV,32,88,65,"FORD, GERALD",REPUBLICAN,FALSE,101273,201876,REPUBLICAN
2016,MARYLAND,MD,24,52,52,"TRUMP, DONALD J.",REPUBLICAN,TRUE,259,2781446,REPUBLICAN
1976,VERMONT,VT,50,13,6,"FORD, GERALD",REPUBLICAN,FALSE,100387,183902,REPUBLICAN
1996,COLORADO,CO,8,84,62,"PEROT, ROSS",REFORM PARTY,FALSE,99629,1510702,OTHER
1992,NORTH DAKOTA,ND,38,44,36,"CLINTON, BILL",DEMOCRAT,FALSE,99168,308133,DEMOCRAT
1992,ARKANSAS,AR,5,71,42,"PEROT, ROSS",INDEPENDENT,FALSE,99132,950653,OTHER
1996,DELAWARE,DE,10,51,11,"DOLE, ROBERT",REPUBLICAN,FALSE,99062,270810,REPUBLICAN
2008,VERMONT,VT,50,13,6,"MCCAIN, JOHN",REPUBLICAN,FALSE,98974,325046,REPUBLICAN
1992,NEW YORK,NY,36,21,13,"CLINTON, BILL",LIBERAL PARTY,FALSE,97556,7079432,OTHER
2000,FLORIDA,FL,12,59,43,"NADER, RALPH",GREEN,FALSE,97488,5963110,OTHER
2016,MARYLAND,MD,24,52,52,"CLINTON, HILLARY",DEMOCRAT,TRUE,78,2781446,DEMOCRAT
1984,VERMONT,VT,50,13,6,"MONDALE, WALTER",DEMOCRAT,FALSE,95730,234561,DEMOCRAT
1980,VIRGINIA,VA,51,54,40,"ANDERSON, JOHN B.",INDEPENDENT,FALSE,95418,1866032,OTHER
2016,COLORADO,CO,8,84,62,"CLINTON, HILLARY",DEMOCRAT,FALSE,1338870,2780220,DEMOCRAT
2000,NORTH DAKOTA,ND,38,44,36,"GORE, AL",DEMOCRAT,FALSE,95284,288256,DEMOCRAT
1996,ALABAMA,AL,1,63,41,,INDEPENDENT,FALSE,95030,1534349,OTHER
1980,VERMONT,VT,50,13,6,"REAGAN, RONALD",REPUBLICAN,FALSE,94628,213299,REPUBLICAN
2016,COLORADO,CO,8,84,62,"TRUMP, DONALD J.",REPUBLICAN,FALSE,1202484,2780220,REPUBLICAN
2000,WISCONSIN,WI,55,35,25,"NADER, RALPH",GREEN,FALSE,94070,2598607,OTHER
2016,COLORADO,CO,8,84,62,"JOHNSON, GARY",LIBERTARIAN,FALSE,144121,2780220,LIBERTARIAN
1976,WYOMING,WY,56,83,68,"FORD, GERALD",REPUBLICAN,FALSE,92717,156343,REPUBLICAN
2012,VERMONT,VT,50,13,6,"ROMNEY, MITT",REPUBLICAN,FALSE,92698,299290,REPUBLICAN
1996,KANSAS,KS,20,47,32,"PEROT, ROSS",REFORM PARTY,FALSE,92639,1074300,OTHER
1976,NEVADA,NV,32,88,65,"CARTER, JIMMY",DEMOCRAT,FALSE,92479,201876,DEMOCRAT
1988,NEW YORK,NY,36,21,13,"DUKAKIS, MICHAEL",LIBERAL PARTY,FALSE,92395,6485683,OTHER
1992,NEW MEXICO,NM,35,85,66,"PEROT, ROSS",INDEPENDENT,FALSE,91895,569986,OTHER
1984,NEVADA,NV,32,88,65,"MONDALE, WALTER",DEMOCRAT,FALSE,91655,282717,DEMOCRAT
2000,COLORADO,CO,8,84,62,"NADER, RALPH",GREEN,FALSE,91434,1741368,OTHER
2012,TEXAS,TX,48,74,49,"JOHNSON, GARY",LIBERTARIAN,FALSE,88580,7993851,LIBERTARIAN
2000,NEW YORK,NY,36,21,13,"GORE, AL",WORKING FAMILIES,FALSE,88395,6960215,OTHER
1992,VERMONT,VT,50,13,6,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,88122,289701,REPUBLICAN
1980,ALASKA,AK,2,94,81,"REAGAN, RONALD",REPUBLICAN,FALSE,86112,158445,REPUBLICAN
1996,MAINE,ME,23,11,2,"PEROT, ROSS",REFORM PARTY,FALSE,85970,605897,OTHER
2012,CALIFORNIA,CA,6,93,71,"STEIN, JILL",GREEN,FALSE,85638,13038547,OTHER
1992,MISSISSIPPI,MS,28,64,46,"PEROT, ROSS",INDEPENDENT,FALSE,85626,981793,OTHER
2008,NEW YORK,NY,36,21,13,BLANK VOTE/SCATTERING,,FALSE,84701,7722019,OTHER
2004,NEW YORK,NY,36,21,13,"NADER, RALPH",INDEPENDENCE,FALSE,84247,7448266,OTHER
2000,MICHIGAN,MI,26,34,23,"NADER, RALPH",GREEN,FALSE,84165,4232501,OTHER
2016,COLORADO,CO,8,84,62,"STEIN, JILL",GREEN,FALSE,38437,2780220,OTHER
2008,WYOMING,WY,56,83,68,"OBAMA, BARACK H.",DEMOCRAT,FALSE,82868,254904,DEMOCRAT
1980,VERMONT,VT,50,13,6,"CARTER, JIMMY",DEMOCRAT,FALSE,81952,213299,DEMOCRAT
2020,CALIFORNIA,CA,6,93,71,"HAWKINS, HOWIE",GREEN,FALSE,81029,17500881,OTHER
2020,WASHINGTON,WA,53,91,73,"JORGENSEN, JO",LIBERTARIAN,FALSE,80500,4087631,LIBERTARIAN
1996,ALASKA,AK,2,94,81,"CLINTON, BILL",DEMOCRAT,FALSE,80380,241620,DEMOCRAT
1996,VERMONT,VT,50,13,6,"DOLE, ROBERT",REPUBLICAN,FALSE,80352,258449,REPUBLICAN
2016,COLORADO,CO,8,84,62,SCATTERING,UNAFFILIATED,FALSE,31485,2780220,OTHER
2020,PENNSYLVANIA,PA,42,23,14,"JORGENSEN, JO",LIBERTARIAN,FALSE,79380,6915283,LIBERTARIAN
1992,WYOMING,WY,56,83,68,"BUSH, GEORGE H.W.",REPUBLICAN,FALSE,79347,199884,REPUBLICAN
1980,NORTH DAKOTA,ND,38,44,36,"CARTER, JIMMY",DEMOCRAT,FALSE,79189,301116,DEMOCRAT
2000,ALASKA,AK,2,94,81,"GORE, AL",DEMOCRAT,FALSE,79004,285560,DEMOCRAT
1992,ALASKA,AK,2,94,81,"CLINTON, BILL",DEMOCRAT,FALSE,78294,258506,DEMOCRAT
1996,WYOMING,WY,56,83,68,"CLINTON, BILL",DEMOCRAT,FALSE,77934,211571,DEMOCRAT
1980,MISSOURI,MO,29,43,34,"ANDERSON, JOHN B.",INDEPENDENT,FALSE,77920,2099824,OTHER
1976,VERMONT,VT,50,13,6,"CARTER, JIMMY",DEMOCRAT,FALSE,77798,183902,DEMOCRAT
2000,OREGON,OR,41,92,72,"NADER, RALPH",GREEN,FALSE,77357,1533950,OTHER
2016,COLORADO,CO,8,84,62,"CASTLE, DARRELL L.",AMERICAN CONSTITUTION PARTY,FALSE,11699,2780220,OTHER
2000,NEW YORK,NY,36,21,13,"GORE, AL",LIBERAL PARTY,FALSE,77087,6960215,OTHER
1980,ARIZONA,AZ,4,86,61,"ANDERSON, JOHN B.",INDEPENDENT,FALSE,76952,873945,OTHER
2016,COLORADO,CO,8,84,62,"KENISTON, CHRIS",VETERANS PARTY OF AMERICA,FALSE,5028,2780220,OTHER
1996,NEW YORK,NY,36,21,13,"NADER, RALPH",GREEN,FALSE,75956,6439129,OTHER
2016,COLORADO,CO,8,84,62,"DE LA FUENTE, ROQUE """"ROCKY""""",AMERICAN DELTA PARTY,FALSE,1255,2780220,OTHER
1996,CALIFORNIA,CA,6,93,71,"BROWNE, HARRY",LIBERTARIAN,FALSE,73600,10019469,LIBERTARIAN
